environment | time (millisecond),membrane | i_to_plus_p_K_0 (picoA_per_picoF),membrane | i_to_plus_p_K_10 (picoA_per_picoF),membrane | i_to_plus_p_K_20 (picoA_per_picoF),membrane | i_to_plus_p_K_30 (picoA_per_picoF),membrane | i_to_plus_p_K_40 (picoA_per_picoF),membrane | i_to_plus_p_K_50 (picoA_per_picoF),membrane | i_to_plus_p_K_60 (picoA_per_picoF),membrane | i_to_plus_p_K_70 (picoA_per_picoF),membrane | i_to_plus_p_K_80 (picoA_per_picoF),membrane | i_to_plus_p_K_neg10 (picoA_per_picoF),membrane | i_to_plus_p_K_neg20 (picoA_per_picoF),membrane | i_to_plus_p_K_neg30 (picoA_per_picoF)
280,0.0287752,0.110888,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.00974626,0.00383972,0.00100267
281,0.0287478,0.110849,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0097414,0.00383807,0.0010023
282,0.0287205,0.11081,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.00973656,0.00383643,0.00100192
283,0.0286934,0.110772,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.00973174,0.00383479,0.00100155
284,0.0286664,0.110733,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.00972692,0.00383316,0.00100118
285,0.0286396,0.110694,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.00972212,0.00383154,0.00100082
286,0.028613,0.110656,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.00971732,0.00382991,0.00100046
287,0.0285866,0.110617,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.00971254,0.0038283,0.0010001
288,0.0285603,0.110579,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.00970777,0.00382669,0.000999744
289,0.0285342,0.110541,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.00970302,0.00382508,0.000999392
290,0.0285083,0.110502,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.00969827,0.00382347,0.000999042
291,0.0284825,0.110464,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.00969354,0.00382187,0.000998696
292,0.0284568,0.110426,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.00968881,0.00382028,0.000998352
293,0.0284314,0.110388,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0096841,0.00381869,0.000998011
294,0.028406,0.11035,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0096794,0.0038171,0.000997673
295,0.0283809,0.110312,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.00967471,0.00381552,0.000997338
296,0.0283559,0.110275,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.00967003,0.00381394,0.000997005
297,0.028331,0.110237,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.00966536,0.00381237,0.000996675
298,0.0283063,0.1102,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0096607,0.00381079,0.000996347
299,0.0282817,0.110162,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.00965605,0.00380923,0.000996022
300,0.0282573,0.110125,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.00965141,0.00380766,0.000995699
301,0.0282331,0.110087,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.00964679,0.0038061,0.000995379
302,0.0282089,0.11005,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.00964217,0.00380455,0.000995061
303,0.028185,0.110013,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.00963756,0.003803,0.000994746
304,0.0281611,0.109976,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.00963297,0.00380145,0.000994433
305,0.0281374,0.109939,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.00962838,0.0037999,0.000994122
306,0.0281139,0.109902,0.470719,1.18799,1.70968,1.96481,2.13473,2.28562,2.43261,0.0096238,0.00379836,0.000993813
307,0.0280904,0.109865,0.470719,1.18799,1.70968,1.96481,2.13473,2.28562,2.43261,0.00961924,0.00379682,0.000993507
308,0.0280672,0.109828,0.470719,1.18799,1.70968,1.96481,2.13473,2.28562,2.43261,0.00961468,0.00379529,0.000993203
309,0.028044,0.109792,0.470719,1.18799,1.70968,1.96481,2.13473,2.28562,2.43261,0.00961013,0.00379376,0.000992901
310,0.028021,0.109755,0.470719,1.18799,1.70968,1.96481,2.13473,2.28562,2.43261,0.0096056,0.00379223,0.000992601
311,0.0279981,0.109719,0.470719,1.18799,1.70968,1.96482,2.13473,2.28562,2.43261,0.00960107,0.0037907,0.000992303
312,0.0279754,0.109682,0.470719,1.18799,1.70968,1.96482,2.13473,2.28562,2.43261,0.00959655,0.00378918,0.000992007
313,0.0279528,0.109646,0.470719,1.18799,1.70968,1.96482,2.13473,2.28562,2.43261,0.00959204,0.00378766,0.000991713
314,0.0279303,0.10961,0.470719,1.18799,1.70968,1.96482,2.13473,2.28562,2.43261,0.00958754,0.00378615,0.000991421
315,0.0279079,0.109574,0.470719,1.18799,1.70968,1.96482,2.13473,2.28562,2.43261,0.00958305,0.00378463,0.000991131
316,0.0278857,0.109538,0.470719,1.18799,1.70968,1.96482,2.13473,2.28562,2.43261,0.00957857,0.00378313,0.000990843
317,0.0278636,0.109502,0.470719,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.0095741,0.00378162,0.000990557
318,0.0278416,0.109467,0.470719,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.00956963,0.00378012,0.000990272
319,0.0278197,0.109431,0.470719,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.00956518,0.00377862,0.00098999
320,0.027798,0.109396,0.470719,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.00956073,0.00377712,0.000989709
321,0.0277764,0.109361,0.470719,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.0095563,0.00377562,0.00098943
322,0.0277549,0.109325,0.470719,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.00955187,0.00377413,0.000989153
323,0.0277335,0.10929,0.470719,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.00954745,0.00377264,0.000988877
324,0.0277123,0.109256,0.470719,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.00954304,0.00377116,0.000988603
325,0.0276911,0.109221,0.470719,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.00953864,0.00376967,0.000988331
326,0.0276701,0.109186,0.470719,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.00953425,0.00376819,0.00098806
327,0.0276492,0.109152,0.470719,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.00952986,0.00376672,0.000987792
328,0.0276284,0.109118,0.470719,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.00952549,0.00376524,0.000987524
329,0.0276078,0.109084,0.470719,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.00952112,0.00376377,0.000987258
330,0.0275872,0.10905,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.00951676,0.0037623,0.000986994
331,0.0275667,0.109016,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.00951241,0.00376083,0.000986731
332,0.0275464,0.108983,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.00950806,0.00375937,0.00098647
333,0.0275262,0.108949,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.00950373,0.00375791,0.00098621
334,0.027506,0.108916,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.0094994,0.00375645,0.000985952
335,0.027486,0.108883,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.00949508,0.00375499,0.000985695
336,0.0274661,0.10885,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.00949077,0.00375354,0.000985439
337,0.0274463,0.108818,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.00948647,0.00375208,0.000985185
338,0.0274266,0.108786,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.00948217,0.00375063,0.000984932
339,0.027407,0.108753,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.00947789,0.00374919,0.000984681
340,0.0273875,0.108721,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.00947361,0.00374774,0.000984431
341,0.0273681,0.10869,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.00946934,0.0037463,0.000984182
342,0.0273489,0.108658,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.00946507,0.00374486,0.000983934
343,0.0273297,0.108627,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.00946081,0.00374342,0.000983688
344,0.0273106,0.108595,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.00945657,0.00374199,0.000983443
345,0.0272916,0.108565,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.00945232,0.00374055,0.000983199
346,0.0272727,0.108534,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.00944809,0.00373912,0.000982957
347,0.0272539,0.108503,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.00944386,0.00373769,0.000982715
348,0.0272352,0.108473,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.00943964,0.00373627,0.000982475
349,0.0272166,0.108443,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.00943543,0.00373484,0.000982236
350,0.0271981,0.108413,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.00943123,0.00373342,0.000981998
351,0.0271797,0.108384,0.47072,1.18799,1.70969,1.96482,2.13473,2.28563,2.43261,0.00942703,0.003732,0.000981762
352,0.0271614,0.108354,0.47072,1.18799,1.70969,1.96482,2.13473,2.28563,2.43261,0.00942284,0.00373058,0.000981526
353,0.0271431,0.108325,0.47072,1.18799,1.70969,1.96482,2.13473,2.28563,2.43261,0.00941865,0.00372917,0.000981291
354,0.027125,0.108297,0.47072,1.18799,1.70969,1.96482,2.13473,2.28563,2.43261,0.00941448,0.00372776,0.000981058
355,0.0271069,0.108268,0.47072,1.18799,1.70969,1.96482,2.13473,2.28563,2.43261,0.00941031,0.00372634,0.000980826
356,0.027089,0.10824,0.47072,1.18799,1.70969,1.96482,2.13473,2.28563,2.43261,0.00940615,0.00372494,0.000980594
357,0.0270711,0.108211,0.47072,1.18799,1.70969,1.96482,2.13473,2.28563,2.43261,0.00940199,0.00372353,0.000980364
358,0.0270533,0.108184,0.47072,1.18799,1.70969,1.96482,2.13473,2.28563,2.43261,0.00939784,0.00372212,0.000980135
359,0.0270356,0.108156,0.47072,1.18799,1.70969,1.96482,2.13473,2.28563,2.43261,0.0093937,0.00372072,0.000979906
360,0.027018,0.108129,0.47072,1.18799,1.70969,1.96482,2.13473,2.28563,2.43261,0.00938956,0.00371932,0.000979679
361,0.0270005,0.108102,0.470721,1.18799,1.70969,1.96482,2.13473,2.28563,2.43261,0.00938544,0.00371792,0.000979453
362,0.0269831,0.108075,0.470722,1.18799,1.70969,1.96482,2.13473,2.28563,2.43261,0.00938131,0.00371652,0.000979228
363,0.0269657,0.108048,0.470723,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0093772,0.00371513,0.000979003
364,0.0269485,0.108022,0.470723,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00937309,0.00371374,0.00097878
365,0.0269313,0.107996,0.470724,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00936899,0.00371234,0.000978557
366,0.0269142,0.10797,0.470724,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00936489,0.00371096,0.000978336
367,0.0268972,0.107944,0.470723,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0093608,0.00370957,0.000978115
368,0.0268802,0.107919,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00935672,0.00370818,0.000977896
369,0.0268634,0.107894,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00935265,0.0037068,0.000977677
370,0.0268466,0.107869,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00934858,0.00370542,0.000977459
371,0.0268299,0.107845,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00934451,0.00370404,0.000977242
372,0.0268133,0.10782,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00934046,0.00370266,0.000977026
373,0.0267967,0.107796,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00933641,0.00370128,0.00097681
374,0.0267803,0.107773,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00933236,0.00369991,0.000976596
375,0.0267639,0.107749,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00932833,0.00369854,0.000976382
376,0.0267476,0.107726,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00932429,0.00369717,0.000976169
377,0.0267313,0.107703,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00932027,0.0036958,0.000975957
378,0.0267152,0.10768,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00931625,0.00369443,0.000975745
379,0.0266991,0.107658,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00931223,0.00369306,0.000975535
380,0.0266831,0.107635,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00930823,0.0036917,0.000975325
381,0.0266671,0.107614,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00930423,0.00369034,0.000975116
382,0.0266513,0.107592,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00930023,0.00368898,0.000974908
383,0.0266355,0.10757,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00929624,0.00368762,0.0009747
384,0.0266197,0.107549,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00929226,0.00368626,0.000974493
385,0.0266041,0.107528,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00928828,0.00368491,0.000974287
386,0.0265885,0.107508,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00928431,0.00368355,0.000974082
387,0.026573,0.107487,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00928034,0.0036822,0.000973877
388,0.0265575,0.107467,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00927638,0.00368085,0.000973673
389,0.0265421,0.107447,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00927242,0.0036795,0.00097347
390,0.0265268,0.107428,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00926848,0.00367816,0.000973267
391,0.0265116,0.107408,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00926453,0.00367681,0.000973065
392,0.0264964,0.107389,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00926059,0.00367547,0.000972864
393,0.0264813,0.10737,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00925666,0.00367412,0.000972663
394,0.0264662,0.107351,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00925273,0.00367278,0.000972463
395,0.0264512,0.107333,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00924881,0.00367144,0.000972264
396,0.0264363,0.107315,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0092449,0.00367011,0.000972065
397,0.0264215,0.107297,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00924099,0.00366877,0.000971867
398,0.0264067,0.107279,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00923708,0.00366744,0.00097167
399,0.0263919,0.107262,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00923318,0.0036661,0.000971473
400,0.0263773,0.107245,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00922929,0.00366477,0.000971276
401,0.0263627,0.107228,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0092254,0.00366344,0.000971081
402,0.0263481,0.107211,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00922152,0.00366211,0.000970886
403,0.0263336,0.107194,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00921764,0.00366079,0.000970691
404,0.0263192,0.107178,0.470719,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00921377,0.00365946,0.000970497
405,0.0263048,0.107162,0.470717,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0092099,0.00365814,0.000970304
406,0.0262905,0.107146,0.470717,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00920604,0.00365681,0.000970111
407,0.0262763,0.10713,0.470718,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00920218,0.00365549,0.000969919
408,0.0262621,0.107115,0.470719,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00919833,0.00365417,0.000969727
409,0.026248,0.1071,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00919448,0.00365285,0.000969536
410,0.0262339,0.107085,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00919064,0.00365154,0.000969345
411,0.0262199,0.10707,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0091868,0.00365022,0.000969155
412,0.0262059,0.107055,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.00918297,0.00364891,0.000968966
413,0.026192,0.107041,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00917915,0.00364759,0.000968777
414,0.0261781,0.107027,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00917532,0.00364628,0.000968588
415,0.0261643,0.107013,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00917151,0.00364497,0.0009684
416,0.0261506,0.106999,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0091677,0.00364367,0.000968213
417,0.0261369,0.106986,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00916389,0.00364236,0.000968026
418,0.0261232,0.106973,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00916009,0.00364105,0.000967839
419,0.0261097,0.106959,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00915629,0.00363975,0.000967653
420,0.0260961,0.106946,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0091525,0.00363844,0.000967468
421,0.0260826,0.106934,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00914871,0.00363714,0.000967283
422,0.0260692,0.106921,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00914493,0.00363584,0.000967098
423,0.0260558,0.106909,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00914115,0.00363454,0.000966914
424,0.0260425,0.106897,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00913738,0.00363325,0.00096673
425,0.0260292,0.106885,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00913361,0.00363195,0.000966547
426,0.026016,0.106873,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00912985,0.00363065,0.000966364
427,0.0260028,0.106861,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00912609,0.00362936,0.000966182
428,0.0259897,0.10685,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00912234,0.00362807,0.000966
429,0.0259766,0.106839,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00911859,0.00362678,0.000965819
430,0.0259636,0.106828,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00911484,0.00362549,0.000965638
431,0.0259506,0.106817,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0091111,0.0036242,0.000965457
432,0.0259377,0.106806,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00910737,0.00362291,0.000965277
433,0.0259248,0.106795,0.470724,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00910363,0.00362162,0.000965097
434,0.0259119,0.106785,0.470725,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00909991,0.00362034,0.000964918
435,0.0258991,0.106775,0.470724,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00909619,0.00361905,0.000964739
436,0.0258864,0.106765,0.470723,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00909247,0.00361777,0.00096456
437,0.0258737,0.106755,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00908876,0.00361649,0.000964382
438,0.025861,0.106745,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00908505,0.00361521,0.000964205
439,0.0258484,0.106735,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00908134,0.00361393,0.000964027
440,0.0258358,0.106726,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00907764,0.00361265,0.00096385
441,0.0258233,0.106717,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00907395,0.00361138,0.000963674
442,0.0258108,0.106708,0.470723,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00907026,0.0036101,0.000963498
443,0.0257983,0.106699,0.470723,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00906657,0.00360883,0.000963322
444,0.0257859,0.10669,0.470723,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00906289,0.00360755,0.000963147
445,0.0257736,0.106681,0.470723,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00905921,0.00360628,0.000962971
446,0.0257613,0.106673,0.470723,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00905553,0.00360501,0.000962797
447,0.025749,0.106664,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00905187,0.00360374,0.000962623
448,0.0257368,0.106656,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0090482,0.00360247,0.000962449
449,0.0257246,0.106648,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00904454,0.00360121,0.000962275
450,0.0257124,0.10664,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00904088,0.00359994,0.000962102
451,0.0257003,0.106632,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00903723,0.00359868,0.000961929
452,0.0256882,0.106624,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00903358,0.00359741,0.000961756
453,0.0256762,0.106617,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00902994,0.00359615,0.000961584
454,0.0256642,0.106609,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0090263,0.00359489,0.000961412
455,0.0256522,0.106602,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00902266,0.00359363,0.000961241
456,0.0256403,0.106594,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00901903,0.00359237,0.00096107
457,0.0256284,0.106587,0.470723,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0090154,0.00359111,0.000960899
458,0.0256166,0.10658,0.470723,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00901177,0.00358985,0.000960728
459,0.0256048,0.106573,0.470723,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00900815,0.0035886,0.000960558
460,0.025593,0.106567,0.470723,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00900454,0.00358734,0.000960388
461,0.0255813,0.10656,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00900093,0.00358609,0.000960219
462,0.0255696,0.106554,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00899732,0.00358484,0.000960049
463,0.0255579,0.106547,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00899371,0.00358358,0.000959881
464,0.0255463,0.106541,0.470719,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00899011,0.00358233,0.000959712
465,0.0255347,0.106535,0.470719,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00898652,0.00358108,0.000959544
466,0.0255232,0.106529,0.470719,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00898292,0.00357984,0.000959376
467,0.0255117,0.106523,0.470719,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00897934,0.00357859,0.000959208
468,0.0255002,0.106517,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00897575,0.00357734,0.000959041
469,0.0254887,0.106511,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00897217,0.0035761,0.000958873
470,0.0254773,0.106505,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00896859,0.00357485,0.000958707
471,0.0254659,0.1065,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00896502,0.00357361,0.00095854
472,0.0254546,0.106494,0.470723,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00896145,0.00357237,0.000958374
473,0.0254433,0.106489,0.470724,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00895789,0.00357113,0.000958208
474,0.025432,0.106483,0.470723,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00895432,0.00356989,0.000958042
475,0.0254208,0.106478,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00895076,0.00356865,0.000957877
476,0.0254095,0.106473,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00894721,0.00356741,0.000957712
477,0.0253984,0.106468,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00894366,0.00356617,0.000957547
478,0.0253872,0.106463,0.470719,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00894011,0.00356494,0.000957382
479,0.0253761,0.106458,0.470718,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.00893657,0.0035637,0.000957218
480,0.025365,0.106453,0.470718,1.188,1.70969,1.96482,2.13474,2.28563,2.43262,0.00893303,0.00356247,0.000957054
481,0.0253539,0.106449,0.470718,1.188,1.70969,1.96482,2.13474,2.28563,2.43262,0.00892949,0.00356124,0.00095689
482,0.0253429,0.106444,0.470719,1.188,1.70969,1.96482,2.13474,2.28563,2.43262,0.00892596,0.00356,0.000956727
483,0.0253319,0.10644,0.470719,1.188,1.70969,1.96482,2.13474,2.28563,2.43262,0.00892243,0.00355877,0.000956564
484,0.0253209,0.106435,0.470721,1.188,1.70969,1.96482,2.13474,2.28563,2.43262,0.00891891,0.00355754,0.000956401
485,0.02531,0.106431,0.470722,1.188,1.70969,1.96482,2.13474,2.28563,2.43262,0.00891539,0.00355631,0.000956238
486,0.0252991,0.106427,0.470724,1.188,1.70969,1.96482,2.13474,2.28563,2.43262,0.00891187,0.00355509,0.000956075
487,0.0252882,0.106422,0.470725,1.188,1.70969,1.96483,2.13474,2.28563,2.43262,0.00890835,0.00355386,0.000955913
488,0.0252774,0.106418,0.470725,1.188,1.70969,1.96483,2.13474,2.28563,2.43262,0.00890484,0.00355263,0.000955751
