environment | time (millisecond),membrane | i_to_plus_p_K_0 (picoA_per_picoF),membrane | i_to_plus_p_K_10 (picoA_per_picoF),membrane | i_to_plus_p_K_20 (picoA_per_picoF),membrane | i_to_plus_p_K_30 (picoA_per_picoF),membrane | i_to_plus_p_K_40 (picoA_per_picoF),membrane | i_to_plus_p_K_50 (picoA_per_picoF),membrane | i_to_plus_p_K_60 (picoA_per_picoF),membrane | i_to_plus_p_K_70 (picoA_per_picoF),membrane | i_to_plus_p_K_80 (picoA_per_picoF),membrane | i_to_plus_p_K_neg10 (picoA_per_picoF),membrane | i_to_plus_p_K_neg20 (picoA_per_picoF),membrane | i_to_plus_p_K_neg30 (picoA_per_picoF)
266,0.0394366,0.116435,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.021192,0.0109526,0.00334135
267,0.0394122,0.116313,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0211753,0.0109392,0.00333855
268,0.039388,0.116192,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0211587,0.0109259,0.00333577
269,0.0393637,0.116071,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.021142,0.0109125,0.00333301
270,0.0393394,0.11595,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0211253,0.0108993,0.00333026
271,0.0393152,0.11583,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0211085,0.010886,0.00332753
272,0.039291,0.115711,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0210918,0.0108728,0.00332482
273,0.0392668,0.115592,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0210751,0.0108596,0.00332213
274,0.0392426,0.115474,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0210583,0.0108465,0.00331945
275,0.0392185,0.115356,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0210415,0.0108334,0.00331679
276,0.0391943,0.115239,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0210247,0.0108203,0.00331415
277,0.0391701,0.115123,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0210079,0.0108073,0.00331152
278,0.039146,0.115007,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0209911,0.0107943,0.00330891
279,0.0391219,0.114892,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0209743,0.0107813,0.00330631
280,0.0390977,0.114778,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0209574,0.0107684,0.00330373
281,0.0390736,0.114664,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0209406,0.0107555,0.00330116
282,0.0390495,0.114551,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0209237,0.0107426,0.00329861
283,0.0390253,0.114439,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0209068,0.0107298,0.00329607
284,0.0390012,0.114328,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0208899,0.010717,0.00329355
285,0.0389771,0.114218,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.020873,0.0107042,0.00329104
286,0.0389529,0.114108,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0208561,0.0106915,0.00328855
287,0.0389288,0.114,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0208392,0.0106788,0.00328607
288,0.0389046,0.113892,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0208222,0.0106661,0.0032836
289,0.0388804,0.113785,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0208052,0.0106534,0.00328114
290,0.0388563,0.113679,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0207883,0.0106408,0.0032787
291,0.0388321,0.113574,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0207713,0.0106282,0.00327627
292,0.0388079,0.11347,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0207543,0.0106156,0.00327386
293,0.0387836,0.113366,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0207372,0.0106031,0.00327145
294,0.0387594,0.113264,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0207202,0.0105906,0.00326906
295,0.0387351,0.113162,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0207032,0.0105781,0.00326668
296,0.0387109,0.113062,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0206861,0.0105656,0.00326432
297,0.0386866,0.112962,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.020669,0.0105532,0.00326196
298,0.0386622,0.112864,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0206519,0.0105408,0.00325962
299,0.0386379,0.112766,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0206348,0.0105284,0.00325728
300,0.0386135,0.112669,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0206177,0.0105161,0.00325496
301,0.0385891,0.112574,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0206006,0.0105038,0.00325265
302,0.0385647,0.112479,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0205834,0.0104915,0.00325035
303,0.0385403,0.112385,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0205663,0.0104792,0.00324806
304,0.0385158,0.112292,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0205491,0.010467,0.00324578
305,0.0384913,0.112201,0.470719,1.18799,1.70968,1.96481,2.13472,2.28562,2.43261,0.0205319,0.0104548,0.00324351
306,0.0384668,0.11211,0.470719,1.18799,1.70968,1.96481,2.13473,2.28562,2.43261,0.0205147,0.0104426,0.00324125
307,0.0384422,0.11202,0.470719,1.18799,1.70968,1.96481,2.13473,2.28562,2.43261,0.0204975,0.0104304,0.003239
308,0.0384176,0.111931,0.470719,1.18799,1.70968,1.96481,2.13473,2.28562,2.43261,0.0204803,0.0104183,0.00323677
309,0.0383929,0.111844,0.470719,1.18799,1.70968,1.96481,2.13473,2.28562,2.43261,0.020463,0.0104062,0.00323454
310,0.0383683,0.111757,0.470719,1.18799,1.70968,1.96481,2.13473,2.28562,2.43261,0.0204458,0.0103941,0.00323232
311,0.0383436,0.111671,0.470719,1.18799,1.70968,1.96482,2.13473,2.28562,2.43261,0.0204285,0.010382,0.00323011
312,0.0383188,0.111586,0.470719,1.18799,1.70968,1.96482,2.13473,2.28562,2.43261,0.0204112,0.01037,0.00322791
313,0.038294,0.111503,0.470719,1.18799,1.70968,1.96482,2.13473,2.28562,2.43261,0.0203939,0.010358,0.00322572
314,0.0382692,0.11142,0.470719,1.18799,1.70968,1.96482,2.13473,2.28562,2.43261,0.0203766,0.010346,0.00322353
315,0.0382443,0.111338,0.470719,1.18799,1.70968,1.96482,2.13473,2.28562,2.43261,0.0203593,0.010334,0.00322136
316,0.0382194,0.111257,0.470719,1.18799,1.70968,1.96482,2.13473,2.28562,2.43261,0.0203419,0.0103221,0.0032192
317,0.0381945,0.111177,0.470719,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.0203246,0.0103102,0.00321704
318,0.0381695,0.111099,0.470719,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.0203072,0.0102983,0.0032149
319,0.0381444,0.111021,0.470719,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.0202899,0.0102865,0.00321276
320,0.0381194,0.110944,0.470719,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.0202725,0.0102746,0.00321063
321,0.0380942,0.110868,0.470719,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.0202551,0.0102628,0.00320851
322,0.038069,0.110793,0.470719,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.0202376,0.010251,0.00320639
323,0.0380438,0.110719,0.470719,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.0202202,0.0102392,0.00320429
324,0.0380186,0.110646,0.470719,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.0202028,0.0102275,0.00320219
325,0.0379932,0.110574,0.470719,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.0201853,0.0102158,0.0032001
326,0.0379679,0.110503,0.470719,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.0201679,0.0102041,0.00319802
327,0.0379424,0.110433,0.470719,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.0201504,0.0101924,0.00319594
328,0.037917,0.110364,0.470719,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.0201329,0.0101808,0.00319388
329,0.0378914,0.110296,0.470719,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.0201154,0.0101691,0.00319182
330,0.0378658,0.110229,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.0200979,0.0101575,0.00318977
331,0.0378402,0.110162,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.0200803,0.0101459,0.00318772
332,0.0378145,0.110097,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.0200628,0.0101344,0.00318568
333,0.0377888,0.110032,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.0200453,0.0101228,0.00318365
334,0.037763,0.109969,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.0200277,0.0101113,0.00318163
335,0.0377371,0.109906,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.0200101,0.0100998,0.00317961
336,0.0377112,0.109844,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.0199925,0.0100884,0.0031776
337,0.0376852,0.109783,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.0199749,0.0100769,0.0031756
338,0.0376592,0.109723,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.0199573,0.0100655,0.0031736
339,0.0376331,0.109664,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.0199397,0.0100541,0.00317161
340,0.0376069,0.109606,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.019922,0.0100427,0.00316963
341,0.0375807,0.109548,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.0199044,0.0100313,0.00316765
342,0.0375545,0.109491,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.0198867,0.01002,0.00316568
343,0.0375281,0.109436,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.0198691,0.0100087,0.00316372
344,0.0375017,0.109381,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.0198514,0.00999738,0.00316176
345,0.0374753,0.109326,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.0198337,0.00998611,0.00315981
346,0.0374488,0.109273,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.019816,0.00997485,0.00315786
347,0.0374222,0.10922,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.0197983,0.00996362,0.00315592
348,0.0373955,0.109169,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.0197805,0.00995241,0.00315399
349,0.0373688,0.109118,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.0197628,0.00994122,0.00315206
350,0.037342,0.109068,0.47072,1.18799,1.70969,1.96482,2.13473,2.28562,2.43261,0.019745,0.00993005,0.00315014
351,0.0373152,0.109018,0.47072,1.18799,1.70969,1.96482,2.13473,2.28563,2.43261,0.0197273,0.0099189,0.00314822
352,0.0372883,0.108969,0.47072,1.18799,1.70969,1.96482,2.13473,2.28563,2.43261,0.0197095,0.00990777,0.00314631
353,0.0372613,0.108921,0.470719,1.18799,1.70969,1.96482,2.13473,2.28563,2.43261,0.0196917,0.00989666,0.00314441
354,0.0372343,0.108874,0.470719,1.18799,1.70969,1.96482,2.13473,2.28563,2.43261,0.0196739,0.00988558,0.00314251
355,0.0372072,0.108828,0.470718,1.18799,1.70969,1.96482,2.13473,2.28563,2.43261,0.0196561,0.00987451,0.00314061
356,0.03718,0.108782,0.470717,1.18799,1.70969,1.96482,2.13473,2.28563,2.43261,0.0196383,0.00986347,0.00313872
357,0.0371528,0.108737,0.470717,1.18799,1.70969,1.96482,2.13473,2.28563,2.43261,0.0196205,0.00985244,0.00313684
358,0.0371255,0.108693,0.470716,1.18799,1.70969,1.96482,2.13473,2.28563,2.43261,0.0196026,0.00984144,0.00313496
359,0.0370981,0.108649,0.470715,1.18799,1.70969,1.96482,2.13473,2.28563,2.43261,0.0195848,0.00983045,0.00313309
360,0.0370706,0.108606,0.470714,1.18799,1.70969,1.96482,2.13473,2.28563,2.43261,0.0195669,0.00981949,0.00313122
361,0.0370431,0.108564,0.470714,1.18799,1.70969,1.96482,2.13473,2.28563,2.43261,0.0195491,0.00980855,0.00312936
362,0.0370156,0.108522,0.470713,1.18799,1.70969,1.96482,2.13473,2.28563,2.43261,0.0195312,0.00979762,0.0031275
363,0.0369879,0.108481,0.470713,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0195133,0.00978672,0.00312565
364,0.0369602,0.108441,0.470714,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0194954,0.00977584,0.0031238
365,0.0369324,0.108402,0.470714,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0194775,0.00976497,0.00312195
366,0.0369046,0.108363,0.470716,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0194596,0.00975413,0.00312012
367,0.0368766,0.108324,0.470718,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0194417,0.00974331,0.00311828
368,0.0368486,0.108287,0.470719,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0194238,0.0097325,0.00311645
369,0.0368206,0.10825,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0194058,0.00972172,0.00311463
370,0.0367924,0.108213,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0193879,0.00971095,0.00311281
371,0.0367642,0.108177,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0193699,0.00970021,0.003111
372,0.036736,0.108142,0.470723,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0193519,0.00968948,0.00310919
373,0.0367076,0.108107,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.019334,0.00967877,0.00310738
374,0.0366792,0.108073,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.019316,0.00966809,0.00310558
375,0.0366507,0.108039,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.019298,0.00965742,0.00310378
376,0.0366222,0.108006,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.01928,0.00964677,0.00310199
377,0.0365936,0.107974,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.019262,0.00963614,0.00310021
378,0.0365649,0.107942,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0192439,0.00962553,0.00309842
379,0.0365361,0.107911,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0192259,0.00961494,0.00309664
380,0.0365073,0.10788,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0192079,0.00960437,0.00309487
381,0.0364783,0.107849,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0191898,0.00959381,0.0030931
382,0.0364494,0.107819,0.470719,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0191718,0.00958328,0.00309133
383,0.0364203,0.10779,0.470719,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0191537,0.00957276,0.00308957
384,0.0363912,0.107761,0.470718,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0191357,0.00956227,0.00308781
385,0.036362,0.107733,0.470719,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0191176,0.00955179,0.00308606
386,0.0363328,0.107705,0.470719,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0190995,0.00954133,0.0030843
387,0.0363034,0.107678,0.470719,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0190814,0.00953089,0.00308256
388,0.036274,0.107651,0.470719,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0190633,0.00952047,0.00308082
389,0.0362446,0.107624,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0190452,0.00951006,0.00307908
390,0.036215,0.107598,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0190271,0.00949968,0.00307734
391,0.0361854,0.107573,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.019009,0.00948931,0.00307561
392,0.0361557,0.107548,0.470719,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0189909,0.00947896,0.00307388
393,0.036126,0.107523,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0189728,0.00946863,0.00307216
394,0.0360962,0.107499,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0189546,0.00945832,0.00307044
395,0.0360663,0.107475,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0189365,0.00944803,0.00306873
396,0.0360363,0.107451,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0189183,0.00943775,0.00306701
397,0.0360063,0.107428,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0189002,0.00942749,0.00306531
398,0.0359762,0.107406,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.018882,0.00941725,0.0030636
399,0.0359461,0.107383,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0188639,0.00940703,0.0030619
400,0.0359158,0.107362,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0188457,0.00939683,0.0030602
401,0.0358855,0.10734,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0188275,0.00938664,0.00305851
402,0.0358552,0.107319,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0188094,0.00937648,0.00305682
403,0.0358248,0.107298,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0187912,0.00936633,0.00305513
404,0.0357943,0.107278,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.018773,0.00935619,0.00305344
405,0.0357637,0.107258,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0187548,0.00934608,0.00305176
406,0.0357331,0.107238,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0187366,0.00933598,0.00305009
407,0.0357024,0.107219,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0187184,0.0093259,0.00304841
408,0.0356716,0.1072,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0187002,0.00931584,0.00304674
409,0.0356408,0.107181,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.018682,0.0093058,0.00304508
410,0.0356099,0.107163,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0186637,0.00929577,0.00304341
411,0.0355789,0.107145,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0186455,0.00928576,0.00304175
412,0.0355479,0.107128,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43261,0.0186273,0.00927577,0.00304009
413,0.0355168,0.10711,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0186091,0.0092658,0.00303844
414,0.0354857,0.107093,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0185908,0.00925584,0.00303679
415,0.0354545,0.107077,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0185726,0.0092459,0.00303514
416,0.0354232,0.10706,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0185543,0.00923598,0.0030335
417,0.0353919,0.107044,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0185361,0.00922607,0.00303185
418,0.0353605,0.107028,0.470719,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0185179,0.00921618,0.00303022
419,0.035329,0.107013,0.470719,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0184996,0.00920631,0.00302858
420,0.0352975,0.106997,0.470719,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0184814,0.00919646,0.00302695
421,0.0352659,0.106982,0.470719,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0184631,0.00918662,0.00302532
422,0.0352343,0.106968,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0184448,0.0091768,0.00302369
423,0.0352026,0.106953,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0184266,0.009167,0.00302207
424,0.0351708,0.106939,0.470723,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0184083,0.00915721,0.00302045
425,0.035139,0.106925,0.470723,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.01839,0.00914744,0.00301883
426,0.0351072,0.106911,0.470724,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0183718,0.00913769,0.00301721
427,0.0350752,0.106898,0.470724,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0183535,0.00912796,0.0030156
428,0.0350432,0.106885,0.470724,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0183352,0.00911824,0.00301399
429,0.0350112,0.106872,0.470722,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0183169,0.00910853,0.00301239
430,0.0349791,0.106859,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0182987,0.00909885,0.00301078
431,0.0349469,0.106846,0.470719,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0182804,0.00908918,0.00300918
432,0.0349147,0.106834,0.470718,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0182621,0.00907953,0.00300759
433,0.0348825,0.106822,0.470718,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0182438,0.00906989,0.00300599
434,0.0348502,0.10681,0.470718,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0182255,0.00906027,0.0030044
435,0.0348178,0.106799,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0182073,0.00905067,0.00300281
436,0.0347854,0.106787,0.470723,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.018189,0.00904108,0.00300122
437,0.0347529,0.106776,0.470725,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0181707,0.00903151,0.00299964
438,0.0347204,0.106765,0.470726,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0181524,0.00902196,0.00299806
439,0.0346878,0.106754,0.470727,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0181341,0.00901242,0.00299648
440,0.0346552,0.106744,0.470726,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0181158,0.0090029,0.0029949
441,0.0346225,0.106733,0.470725,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0180975,0.00899339,0.00299333
442,0.0345898,0.106723,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0180792,0.0089839,0.00299176
443,0.034557,0.106713,0.470717,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0180609,0.00897443,0.00299019
444,0.0345242,0.106703,0.470715,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0180427,0.00896497,0.00298862
445,0.0344913,0.106694,0.470714,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0180244,0.00895553,0.00298706
446,0.0344584,0.106684,0.470714,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0180061,0.00894611,0.0029855
447,0.0344254,0.106675,0.470716,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0179878,0.0089367,0.00298394
448,0.0343924,0.106666,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0179695,0.0089273,0.00298239
449,0.0343594,0.106657,0.470727,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0179512,0.00891793,0.00298083
450,0.0343263,0.106648,0.470732,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0179329,0.00890857,0.00297928
451,0.0342931,0.10664,0.470736,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0179146,0.00889922,0.00297773
452,0.0342599,0.106631,0.470737,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0178964,0.00888989,0.00297619
453,0.0342267,0.106623,0.470735,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0178781,0.00888058,0.00297465
454,0.0341935,0.106615,0.47073,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0178598,0.00887128,0.00297311
455,0.0341602,0.106607,0.470727,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0178415,0.008862,0.00297157
456,0.0341268,0.106599,0.470724,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0178232,0.00885273,0.00297003
457,0.0340934,0.106591,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0178049,0.00884348,0.0029685
458,0.03406,0.106584,0.47072,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0177867,0.00883424,0.00296697
459,0.0340265,0.106576,0.470718,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0177684,0.00882502,0.00296544
460,0.033993,0.106569,0.470715,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0177501,0.00881582,0.00296391
461,0.0339595,0.106562,0.470713,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0177319,0.00880663,0.00296239
462,0.0339259,0.106555,0.470712,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0177136,0.00879745,0.00296087
463,0.0338923,0.106548,0.470712,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0176953,0.0087883,0.00295935
464,0.0338587,0.106541,0.470712,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0176771,0.00877915,0.00295783
465,0.033825,0.106535,0.470713,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0176588,0.00877003,0.00295631
466,0.0337913,0.106528,0.470715,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0176405,0.00876091,0.0029548
467,0.0337576,0.106522,0.470717,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0176223,0.00875182,0.00295329
468,0.0337238,0.106516,0.470719,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.017604,0.00874273,0.00295178
469,0.03369,0.106509,0.470721,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0175858,0.00873367,0.00295028
470,0.0336562,0.106503,0.470723,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0175675,0.00872462,0.00294877
471,0.0336224,0.106497,0.470725,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0175493,0.00871558,0.00294727
472,0.0335885,0.106492,0.470725,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0175311,0.00870656,0.00294577
473,0.0335546,0.106486,0.470725,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0175128,0.00869755,0.00294428
474,0.0335206,0.10648,0.470725,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0174946,0.00868856,0.00294278
