environment | time (millisecond),membrane | i_to_plus_p_K_0 (picoA_per_picoF),membrane | i_to_plus_p_K_10 (picoA_per_picoF),membrane | i_to_plus_p_K_20 (picoA_per_picoF),membrane | i_to_plus_p_K_30 (picoA_per_picoF),membrane | i_to_plus_p_K_40 (picoA_per_picoF),membrane | i_to_plus_p_K_50 (picoA_per_picoF),membrane | i_to_plus_p_K_60 (picoA_per_picoF),membrane | i_to_plus_p_K_70 (picoA_per_picoF),membrane | i_to_plus_p_K_80 (picoA_per_picoF),membrane | i_to_plus_p_K_neg10 (picoA_per_picoF),membrane | i_to_plus_p_K_neg20 (picoA_per_picoF),membrane | i_to_plus_p_K_neg30 (picoA_per_picoF)
475,0.0334867,0.106475,0.470725,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0174764,0.00867959,0.00294129
476,0.0334527,0.10647,0.470725,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0174581,0.00867063,0.0029398
477,0.0334187,0.106464,0.470726,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0174399,0.00866168,0.00293831
478,0.0333846,0.106459,0.470725,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0174217,0.00865275,0.00293682
479,0.0333506,0.106454,0.470724,1.188,1.70969,1.96482,2.13473,2.28563,2.43262,0.0174035,0.00864383,0.00293534
480,0.0333165,0.106449,0.470723,1.188,1.70969,1.96482,2.13474,2.28563,2.43262,0.0173853,0.00863493,0.00293386
481,0.0332824,0.106444,0.470722,1.188,1.70969,1.96482,2.13474,2.28563,2.43262,0.0173671,0.00862604,0.00293238
482,0.0332482,0.10644,0.47072,1.188,1.70969,1.96482,2.13474,2.28563,2.43262,0.0173489,0.00861717,0.0029309
483,0.0332141,0.106435,0.470719,1.188,1.70969,1.96482,2.13474,2.28563,2.43262,0.0173307,0.00860831,0.00292942
484,0.0331799,0.10643,0.470719,1.188,1.70969,1.96482,2.13474,2.28563,2.43262,0.0173125,0.00859947,0.00292795
485,0.0331457,0.106426,0.470719,1.188,1.70969,1.96482,2.13474,2.28563,2.43262,0.0172943,0.00859064,0.00292648
486,0.0331115,0.106421,0.47072,1.188,1.70969,1.96482,2.13474,2.28563,2.43262,0.0172762,0.00858183,0.00292501
487,0.0330773,0.106417,0.470721,1.188,1.70969,1.96483,2.13474,2.28563,2.43262,0.017258,0.00857303,0.00292354
488,0.0330431,0.106413,0.470722,1.188,1.70969,1.96483,2.13474,2.28563,2.43262,0.0172398,0.00856425,0.00292207
489,0.0330088,0.106409,0.470723,1.188,1.70969,1.96483,2.13474,2.28563,2.43262,0.0172217,0.00855548,0.00292061
490,0.0329746,0.106404,0.470723,1.188,1.70969,1.96483,2.13474,2.28563,2.43262,0.0172035,0.00854673,0.00291915
491,0.0329403,0.1064,0.470722,1.188,1.70969,1.96483,2.13474,2.28563,2.43262,0.0171854,0.00853798,0.00291769
492,0.032906,0.106397,0.470721,1.188,1.70969,1.96483,2.13474,2.28563,2.43262,0.0171672,0.00852926,0.00291623
493,0.0328717,0.106393,0.470722,1.188,1.70969,1.96483,2.13474,2.28563,2.43262,0.0171491,0.00852055,0.00291478
494,0.0328374,0.106389,0.470722,1.188,1.70969,1.96483,2.13474,2.28563,2.43262,0.017131,0.00851185,0.00291332
495,0.0328031,0.106385,0.470723,1.188,1.70969,1.96483,2.13474,2.28563,2.43262,0.0171128,0.00850317,0.00291187
496,0.0327687,0.106381,0.470725,1.188,1.70969,1.96483,2.13474,2.28563,2.43262,0.0170947,0.0084945,0.00291042
497,0.0327344,0.106378,0.470726,1.188,1.70969,1.96483,2.13474,2.28563,2.43262,0.0170766,0.00848585,0.00290897
498,0.0327,0.106374,0.470726,1.188,1.70969,1.96483,2.13474,2.28563,2.43262,0.0170585,0.00847721,0.00290753
499,0.0326657,0.106371,0.470725,1.188,1.70969,1.96483,2.13474,2.28563,2.43262,0.0170404,0.00846858,0.00290608
500,0.0326313,0.106368,0.470723,1.188,1.70969,1.96483,2.13474,2.28563,2.43262,0.0170223,0.00845997,0.00290464
501,0.0325969,0.106364,0.470721,1.188,1.70969,1.96483,2.13474,2.28563,2.43262,0.0170043,0.00845137,0.0029032
502,0.0325625,0.106361,0.47072,1.188,1.70969,1.96483,2.13474,2.28563,2.43262,0.0169862,0.00844279,0.00290176
503,0.0325282,0.106358,0.470719,1.188,1.7097,1.96483,2.13474,2.28563,2.43262,0.0169681,0.00843422,0.00290033
504,0.0324938,0.106355,0.47072,1.188,1.7097,1.96483,2.13474,2.28563,2.43262,0.01695,0.00842567,0.00289889
505,0.0324594,0.106352,0.470723,1.188,1.7097,1.96483,2.13474,2.28563,2.43262,0.016932,0.00841712,0.00289746
506,0.032425,0.106349,0.470725,1.188,1.7097,1.96483,2.13474,2.28563,2.43262,0.0169139,0.0084086,0.00289603
507,0.0323906,0.106346,0.470726,1.188,1.7097,1.96483,2.13474,2.28563,2.43262,0.0168959,0.00840009,0.0028946
508,0.0323562,0.106343,0.470725,1.188,1.7097,1.96483,2.13474,2.28563,2.43262,0.0168779,0.00839159,0.00289317
509,0.0323218,0.10634,0.470723,1.188,1.7097,1.96483,2.13474,2.28563,2.43262,0.0168599,0.0083831,0.00289175
510,0.0322874,0.106337,0.470719,1.188,1.7097,1.96483,2.13474,2.28563,2.43262,0.0168418,0.00837463,0.00289033
511,0.032253,0.106335,0.470718,1.188,1.7097,1.96483,2.13474,2.28563,2.43262,0.0168238,0.00836617,0.0028889
512,0.0322186,0.106332,0.470718,1.188,1.7097,1.96483,2.13474,2.28563,2.43262,0.0168058,0.00835773,0.00288748
513,0.0321842,0.106329,0.470719,1.188,1.7097,1.96483,2.13474,2.28563,2.43262,0.0167879,0.0083493,0.00288607
514,0.0321498,0.106327,0.470723,1.188,1.7097,1.96483,2.13474,2.28563,2.43262,0.0167699,0.00834089,0.00288465
515,0.0321154,0.106324,0.470727,1.188,1.7097,1.96483,2.13474,2.28563,2.43262,0.0167519,0.00833249,0.00288324
516,0.0320811,0.106322,0.470729,1.188,1.7097,1.96483,2.13474,2.28563,2.43262,0.0167339,0.0083241,0.00288182
517,0.0320467,0.106319,0.470729,1.188,1.7097,1.96483,2.13474,2.28563,2.43262,0.016716,0.00831572,0.00288041
518,0.0320123,0.106317,0.470727,1.188,1.7097,1.96483,2.13474,2.28563,2.43262,0.016698,0.00830736,0.002879
519,0.031978,0.106315,0.47072,1.188,1.7097,1.96483,2.13474,2.28563,2.43262,0.0166801,0.00829902,0.0028776
520,0.0319436,0.106312,0.470717,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0166622,0.00829068,0.00287619
521,0.0319093,0.10631,0.470715,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0166443,0.00828236,0.00287479
522,0.0318749,0.106308,0.470716,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0166264,0.00827406,0.00287339
523,0.0318406,0.106306,0.47072,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0166085,0.00826577,0.00287199
524,0.0318063,0.106304,0.470729,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0165906,0.00825749,0.00287059
525,0.031772,0.106302,0.470733,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0165727,0.00824922,0.00286919
526,0.0317377,0.1063,0.470736,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0165548,0.00824097,0.0028678
527,0.0317034,0.106298,0.470737,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.016537,0.00823273,0.0028664
528,0.0316692,0.106296,0.470734,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0165191,0.00822451,0.00286501
529,0.0316349,0.106294,0.470731,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0165013,0.0082163,0.00286362
530,0.0316007,0.106292,0.47073,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0164834,0.0082081,0.00286224
531,0.0315665,0.10629,0.47073,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0164656,0.00819991,0.00286085
532,0.0315323,0.106288,0.470731,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0164478,0.00819174,0.00285946
533,0.0314981,0.106287,0.470734,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.01643,0.00818358,0.00285808
534,0.0314639,0.106285,0.470735,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0164122,0.00817544,0.0028567
535,0.0314298,0.106283,0.470734,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0163944,0.00816731,0.00285532
536,0.0313956,0.106282,0.470732,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0163767,0.00815919,0.00285394
537,0.0313615,0.10628,0.470726,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0163589,0.00815108,0.00285257
538,0.0313274,0.106278,0.470718,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0163412,0.00814299,0.00285119
539,0.0312934,0.106277,0.470714,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0163234,0.00813491,0.00284982
540,0.0312593,0.106275,0.47071,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0163057,0.00812684,0.00284845
541,0.0312253,0.106274,0.470709,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.016288,0.00811879,0.00284708
542,0.0311913,0.106272,0.470712,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0162703,0.00811075,0.00284571
543,0.0311573,0.106271,0.470717,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0162526,0.00810272,0.00284434
544,0.0311234,0.106269,0.47072,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0162349,0.00809471,0.00284298
545,0.0310894,0.106268,0.470723,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0162173,0.00808671,0.00284161
546,0.0310555,0.106267,0.470725,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0161996,0.00807872,0.00284025
547,0.0310217,0.106265,0.470726,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.016182,0.00807075,0.00283889
548,0.0309878,0.106264,0.470728,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0161644,0.00806278,0.00283753
549,0.030954,0.106263,0.47073,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0161467,0.00805483,0.00283618
550,0.0309202,0.106262,0.470732,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0161291,0.0080469,0.00283482
551,0.0308865,0.10626,0.470733,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0161115,0.00803897,0.00283347
552,0.0308527,0.106259,0.470732,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.016094,0.00803106,0.00283212
553,0.030819,0.106258,0.470732,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0160764,0.00802317,0.00283077
554,0.0307853,0.106257,0.470731,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0160588,0.00801528,0.00282942
555,0.0307517,0.106256,0.470729,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0160413,0.00800741,0.00282807
556,0.0307181,0.106255,0.470727,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0160238,0.00799955,0.00282672
557,0.0306845,0.106253,0.470725,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0160063,0.0079917,0.00282538
558,0.030651,0.106252,0.470723,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0159888,0.00798386,0.00282404
559,0.0306175,0.106251,0.470721,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0159713,0.00797604,0.00282269
560,0.030584,0.10625,0.47072,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0159538,0.00796823,0.00282135
561,0.0305505,0.106249,0.470721,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0159363,0.00796044,0.00282002
562,0.0305171,0.106248,0.470721,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0159189,0.00795265,0.00281868
563,0.0304838,0.106247,0.470721,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0159014,0.00794488,0.00281734
564,0.0304504,0.106246,0.470721,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.015884,0.00793712,0.00281601
565,0.0304171,0.106246,0.470721,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0158666,0.00792937,0.00281468
566,0.0303839,0.106245,0.47072,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0158492,0.00792164,0.00281335
567,0.0303507,0.106244,0.470721,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0158318,0.00791391,0.00281202
568,0.0303175,0.106243,0.470722,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0158144,0.0079062,0.00281069
569,0.0302843,0.106242,0.470723,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0157971,0.00789851,0.00280936
570,0.0302512,0.106241,0.470725,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0157797,0.00789082,0.00280804
571,0.0302182,0.10624,0.470727,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0157624,0.00788315,0.00280671
572,0.0301852,0.10624,0.470727,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0157451,0.00787549,0.00280539
573,0.0301522,0.106239,0.470728,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0157278,0.00786784,0.00280407
574,0.0301192,0.106238,0.470727,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0157105,0.0078602,0.00280275
575,0.0300863,0.106237,0.470725,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0156932,0.00785258,0.00280144
576,0.0300535,0.106237,0.470724,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.015676,0.00784497,0.00280012
577,0.0300207,0.106236,0.470723,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0156587,0.00783737,0.00279881
578,0.0299879,0.106235,0.470722,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0156415,0.00782978,0.00279749
579,0.0299552,0.106234,0.470723,1.188,1.7097,1.96483,2.13474,2.28564,2.43262,0.0156243,0.0078222,0.00279618
580,0.0299225,0.106234,0.470725,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.0156071,0.00781464,0.00279487
581,0.0298899,0.106233,0.470726,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.0155899,0.00780709,0.00279356
582,0.0298573,0.106232,0.470726,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.0155727,0.00779955,0.00279225
583,0.0298248,0.106232,0.470725,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.0155556,0.00779202,0.00279095
584,0.0297923,0.106231,0.470723,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.0155384,0.00778451,0.00278964
585,0.0297598,0.106231,0.47072,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.0155213,0.007777,0.00278834
586,0.0297274,0.10623,0.47072,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.0155042,0.00776951,0.00278704
587,0.0296951,0.106229,0.47072,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.0154871,0.00776203,0.00278574
588,0.0296628,0.106229,0.470721,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.01547,0.00775457,0.00278444
589,0.0296305,0.106228,0.470725,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.015453,0.00774711,0.00278314
590,0.0295983,0.106228,0.470728,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.0154359,0.00773967,0.00278184
591,0.0295662,0.106227,0.47073,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.0154189,0.00773223,0.00278055
592,0.0295341,0.106227,0.470731,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.0154019,0.00772481,0.00277926
593,0.029502,0.106226,0.470731,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.0153849,0.00771741,0.00277796
594,0.02947,0.106226,0.470728,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.0153679,0.00771001,0.00277667
595,0.029438,0.106225,0.470728,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.0153509,0.00770262,0.00277538
596,0.0294062,0.106225,0.470727,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.015334,0.00769525,0.0027741
597,0.0293743,0.106224,0.470727,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.015317,0.00768789,0.00277281
598,0.0293425,0.106224,0.470729,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.0153001,0.00768054,0.00277152
599,0.0293108,0.106223,0.47073,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.0152832,0.0076732,0.00277024
600,0.0292791,0.106223,0.47073,1.188,1.7097,1.96483,2.13474,2.28564,2.43263,0.0152663,0.00766588,0.00276896
